fold,local_index,event_id,soh_bin,mileage,n_candidates_mileage,n_neighbors_available
0,3984,7162,"(0.97, 0.975]",70593.17760000001,228,5
0,3985,7163,"(0.97, 0.975]",70903.3248,229,5
0,4094,7399,"(0.97, 0.975]",54878.9472,322,5
0,4099,7406,"(0.97, 0.975]",56647.2192,329,5
0,4100,7407,"(0.97, 0.975]",56879.1168,327,5
0,4103,7410,"(0.97, 0.975]",57967.6416,316,5
0,4104,7411,"(0.97, 0.975]",58253.3952,317,5
0,4105,7413,"(0.97, 0.975]",58772.6304,309,5
0,4106,7414,"(0.97, 0.975]",59001.67680000001,306,5
0,4107,7415,"(0.97, 0.975]",59187.744000000006,304,5
0,4111,7419,"(0.97, 0.975]",60305.0976,299,5
0,4114,7422,"(0.97, 0.975]",61259.8272,296,5
0,4115,7423,"(0.97, 0.975]",61528.1568,297,5
0,4157,7485,"(0.97, 0.975]",51735.97440000001,349,5
0,4168,7499,"(0.97, 0.975]",33682.176,233,5
0,4169,7500,"(0.97, 0.975]",33970.8864,234,5
0,4170,7501,"(0.97, 0.975]",34270.896,238,5
0,4171,7502,"(0.97, 0.975]",34489.9104,242,5
0,4172,7503,"(0.97, 0.975]",34740.60480000001,246,5
0,4173,7505,"(0.97, 0.975]",35193.840000000004,254,5
0,4174,7506,"(0.97, 0.975]",35479.27680000001,255,5
0,4182,7516,"(0.97, 0.975]",38098.26240000001,287,5
0,4183,7517,"(0.97, 0.975]",38311.3632,288,5
0,4184,7519,"(0.97, 0.975]",38703.24480000001,289,5
0,4185,7521,"(0.97, 0.975]",39067.8816,291,5
0,4186,7522,"(0.97, 0.975]",39392.81280000001,294,5
0,4187,7523,"(0.97, 0.975]",39653.4336,295,5
0,4188,7525,"(0.97, 0.975]",40006.032,301,5
0,4191,7529,"(0.97, 0.975]",41181.888,315,5
0,4193,7533,"(0.97, 0.975]",42265.4496,329,5
0,4194,7534,"(0.97, 0.975]",42579.82080000001,332,5
0,4249,7601,"(0.97, 0.975]",64855.824,282,5
0,4255,7607,"(0.97, 0.975]",67910.4096,245,5
0,4269,7638,"(0.97, 0.975]",34716.6336,245,5
0,4271,7640,"(0.97, 0.975]",35544.432,256,5
0,4274,7644,"(0.97, 0.975]",36940.992,279,5
0,4276,7648,"(0.97, 0.975]",38260.358400000005,288,5
0,4277,7649,"(0.97, 0.975]",38658.2592,289,5
0,4322,7708,"(0.97, 0.975]",59800.329600000005,303,5
0,4323,7709,"(0.97, 0.975]",59954.928,303,5
0,4324,7710,"(0.97, 0.975]",60163.804800000005,299,5
0,4340,7729,"(0.97, 0.975]",72321.9552,215,5
0,4341,7730,"(0.97, 0.975]",72482.3616,213,5
0,4343,7732,"(0.97, 0.975]",73059.25439999999,205,5
0,4383,7802,"(0.97, 0.975]",39852.17280000001,298,5
0,4392,7811,"(0.97, 0.975]",42732.8352,334,5
0,4393,7812,"(0.97, 0.975]",42949.5264,338,5
0,4396,7817,"(0.97, 0.975]",51128.66880000001,353,5
0,4405,7828,"(0.97, 0.975]",57580.40640000001,318,5
0,4420,7890,"(0.97, 0.975]",30104.5536,212,5
0,4421,7891,"(0.97, 0.975]",30278.4768,216,5
0,4422,7892,"(0.97, 0.975]",30432.6528,217,5
0,4424,7894,"(0.97, 0.975]",30721.68,218,5
0,4425,7895,"(0.97, 0.975]",30880.7136,219,5
0,4426,7897,"(0.97, 0.975]",31192.7616,222,5
0,4427,7899,"(0.97, 0.975]",31614.9504,222,5
0,4428,7900,"(0.97, 0.975]",31849.699200000003,222,5
0,4429,7901,"(0.97, 0.975]",31996.0608,223,5
0,4430,7902,"(0.97, 0.975]",32354.5728,224,5
0,4433,7906,"(0.97, 0.975]",33239.2896,228,5
0,4488,7979,"(0.97, 0.975]",54874.8288,322,5
0,4490,7981,"(0.97, 0.975]",55086.9792,323,5
0,4491,7982,"(0.97, 0.975]",55331.3376,328,5
0,4498,7991,"(0.97, 0.975]",57468.89280000001,318,5
0,4499,7992,"(0.97, 0.975]",57742.8192,318,5
0,4500,7993,"(0.97, 0.975]",57925.296,317,5
0,4504,8002,"(0.97, 0.975]",59517.9552,300,5
0,4546,8053,"(0.97, 0.975]",37831.0944,285,5
0,4547,8054,"(0.97, 0.975]",38064.1536,286,5
0,4548,8055,"(0.97, 0.975]",38252.016,287,5
0,4549,8056,"(0.97, 0.975]",38464.9056,289,5
0,4550,8057,"(0.97, 0.975]",38637.5616,289,5
0,4551,8058,"(0.97, 0.975]",38776.1088,289,5
0,4564,8073,"(0.97, 0.975]",42168.5088,329,5
0,4571,8082,"(0.97, 0.975]",43965.82080000001,352,5
0,4572,8083,"(0.97, 0.975]",44197.9296,357,5
0,4573,8084,"(0.97, 0.975]",44300.3616,357,5
0,4585,8096,"(0.97, 0.975]",46960.63680000001,356,5
0,4622,8142,"(0.97, 0.975]",59428.6176,302,5
0,4735,8279,"(0.97, 0.975]",91951.8336,30,5
0,4736,8280,"(0.97, 0.975]",92116.2528,30,5
0,4737,8281,"(0.97, 0.975]",92324.1792,30,5
0,4774,8326,"(0.97, 0.975]",102120.5856,6,5
0,4775,8327,"(0.97, 0.975]",102290.2848,6,5
0,4776,8328,"(0.97, 0.975]",102551.5392,6,5
0,4777,8329,"(0.97, 0.975]",102755.664,6,5
0,4801,8468,"(0.97, 0.975]",30243.1008,216,5
0,4803,8470,"(0.97, 0.975]",30655.2576,218,5
0,4804,8471,"(0.97, 0.975]",30849.456,219,5
0,4805,8472,"(0.97, 0.975]",31015.8816,220,5
0,4806,8473,"(0.97, 0.975]",31250.6304,222,5
0,4807,8474,"(0.97, 0.975]",31798.5888,222,5
0,4808,8475,"(0.97, 0.975]",31993.3152,223,5
0,4809,8476,"(0.97, 0.975]",33607.200000000004,232,5
0,4813,8481,"(0.97, 0.975]",34746.3072,246,5
0,4814,8484,"(0.97, 0.975]",35452.9824,255,5
0,4815,8485,"(0.97, 0.975]",35710.11840000001,258,5
0,4835,8507,"(0.97, 0.975]",41936.1888,326,5
0,4837,8509,"(0.97, 0.975]",42389.424,330,5
0,4839,8511,"(0.97, 0.975]",42866.1024,335,5
0,5002,8788,"(0.97, 0.975]",62408.43840000001,296,5
0,5003,8790,"(0.97, 0.975]",62833.372800000005,297,5
0,5004,8791,"(0.97, 0.975]",63044.256,297,5
0,5008,8796,"(0.97, 0.975]",64115.9904,290,5
0,5009,8798,"(0.97, 0.975]",64535.7504,285,5
0,5010,8799,"(0.97, 0.975]",64760.150400000006,282,5
0,5011,8800,"(0.97, 0.975]",64950.758400000006,279,5
0,5012,8801,"(0.97, 0.975]",65157.628800000006,277,5
0,5013,8803,"(0.97, 0.975]",65582.77440000001,273,5
0,5014,8804,"(0.97, 0.975]",65785.632,271,5
0,5016,8806,"(0.97, 0.975]",66257.7696,260,5
0,5018,8808,"(0.97, 0.975]",66723.5712,252,5
0,5020,8813,"(0.97, 0.975]",67758.768,246,5
0,5024,8817,"(0.97, 0.975]",68609.27040000001,245,5
0,5025,8818,"(0.97, 0.975]",68821.3152,246,5
0,5029,8825,"(0.97, 0.975]",70301.8272,232,5
0,5154,9003,"(0.97, 0.975]",63067.488000000005,297,5
0,5243,9206,"(0.97, 0.975]",51013.6704,352,5
0,5244,9207,"(0.97, 0.975]",51235.85280000001,352,5
0,5245,9208,"(0.97, 0.975]",51596.688,350,5
0,5247,9211,"(0.97, 0.975]",52468.8384,347,5
0,5254,9220,"(0.97, 0.975]",55110.7392,323,5
0,5255,9221,"(0.97, 0.975]",55393.3248,328,5
0,5279,9251,"(0.97, 0.975]",64700.064000000006,283,5
0,5281,9253,"(0.97, 0.975]",65264.7072,275,5
0,5283,9255,"(0.97, 0.975]",65868.0,267,5
0,5310,9333,"(0.97, 0.975]",39542.8704,295,5
0,5389,9465,"(0.97, 0.975]",60086.4,302,5
0,5391,9467,"(0.97, 0.975]",60717.67680000001,299,5
0,5392,9468,"(0.97, 0.975]",61531.7472,297,5
0,5397,9475,"(0.97, 0.975]",64897.2192,280,5
0,5450,9603,"(0.97, 0.975]",70539.84960000002,230,5
0,5461,9617,"(0.97, 0.975]",73937.7408,192,5
0,5515,9726,"(0.97, 0.975]",53976.17280000001,329,5
0,5535,9798,"(0.97, 0.975]",31411.3536,222,5
0,5537,9800,"(0.97, 0.975]",34901.222400000006,248,5
0,5538,9801,"(0.97, 0.975]",35167.3344,251,5
0,5539,9802,"(0.97, 0.975]",35873.5872,262,5
0,5548,9814,"(0.97, 0.975]",39579.196800000005,295,5
0,5558,9826,"(0.97, 0.975]",47447.45280000001,353,5
0,5684,10035,"(0.97, 0.975]",58361.424000000006,316,5
0,5685,10038,"(0.97, 0.975]",58869.0432,308,5
0,5686,10039,"(0.97, 0.975]",59080.7712,304,5
0,5687,10041,"(0.97, 0.975]",59494.0896,302,5
0,5688,10042,"(0.97, 0.975]",59644.992000000006,302,5
0,5689,10043,"(0.97, 0.975]",59805.6096,303,5
0,5715,10138,"(0.97, 0.975]",31985.712000000003,223,5
0,5769,10210,"(0.97, 0.975]",56195.568,331,5
0,5835,10318,"(0.97, 0.975]",48668.294400000006,348,5
0,5836,10319,"(0.97, 0.975]",49324.3872,348,5
0,5838,10321,"(0.97, 0.975]",50648.1888,353,5
0,5867,10356,"(0.97, 0.975]",69259.5552,245,5
0,5887,10415,"(0.97, 0.975]",33498.0096,231,5
0,5922,10461,"(0.97, 0.975]",50800.1472,352,5
0,5952,10502,"(0.97, 0.975]",56861.2704,326,5
0,5965,10518,"(0.97, 0.975]",64223.7024,290,5
0,6073,10703,"(0.97, 0.975]",61822.8864,298,5
0,6074,10706,"(0.97, 0.975]",62755.7568,297,5
0,6075,10707,"(0.97, 0.975]",63270.4512,296,5
0,6076,10709,"(0.97, 0.975]",63722.736,293,5
0,6077,10710,"(0.97, 0.975]",63970.790400000005,293,5
0,6078,10712,"(0.97, 0.975]",64398.6816,287,5
0,6079,10713,"(0.97, 0.975]",64551.168000000005,284,5
0,6082,10716,"(0.97, 0.975]",65352.98880000001,275,5
0,6124,10861,"(0.97, 0.975]",35146.5312,250,5
0,6125,10862,"(0.97, 0.975]",35410.7424,255,5
0,6133,10872,"(0.97, 0.975]",37975.0272,286,5
0,6134,10873,"(0.97, 0.975]",38176.300800000005,287,5
0,6135,10874,"(0.97, 0.975]",38363.8464,289,5
0,6136,10875,"(0.97, 0.975]",38580.0096,289,5
0,6138,10878,"(0.97, 0.975]",39716.58240000001,295,5
0,6141,10881,"(0.97, 0.975]",41379.7824,317,5
0,6143,10884,"(0.97, 0.975]",42046.8576,327,5
0,6150,10892,"(0.97, 0.975]",44509.344000000005,360,5
0,6151,10893,"(0.97, 0.975]",44771.8656,365,5
0,6152,10894,"(0.97, 0.975]",44991.5136,368,5
0,6154,10896,"(0.97, 0.975]",46163.6736,360,5
0,6246,11063,"(0.97, 0.975]",50171.7216,354,5
0,6247,11064,"(0.97, 0.975]",50380.2816,354,5
0,6260,11080,"(0.97, 0.975]",55426.06080000001,328,5
0,6261,11081,"(0.97, 0.975]",55847.9328,331,5
0,6262,11082,"(0.97, 0.975]",56098.732800000005,333,5
0,6285,11178,"(0.97, 0.975]",30280.4832,216,5
0,6286,11179,"(0.97, 0.975]",30467.184,218,5
0,6287,11180,"(0.97, 0.975]",30644.592,218,5
0,6288,11181,"(0.97, 0.975]",31006.9056,220,5
0,6289,11182,"(0.97, 0.975]",31694.9952,222,5
0,6293,11186,"(0.97, 0.975]",32853.216,226,5
0,6295,11188,"(0.97, 0.975]",33698.7552,233,5
0,6320,11223,"(0.97, 0.975]",43475.4144,346,5
0,6321,11224,"(0.97, 0.975]",43953.1488,352,5
0,6324,11228,"(0.97, 0.975]",44924.66880000001,367,5
0,6325,11229,"(0.97, 0.975]",45140.1984,369,5
0,6351,11263,"(0.97, 0.975]",54789.7152,325,5
0,6361,11283,"(0.97, 0.975]",33041.923200000005,227,5
0,6362,11285,"(0.97, 0.975]",33405.6096,229,5
0,6408,11340,"(0.97, 0.975]",67842.72,246,5
0,6415,11369,"(0.97, 0.975]",32202.6144,223,5
0,6419,11373,"(0.97, 0.975]",34161.9168,238,5
0,6420,11374,"(0.97, 0.975]",34826.880000000005,246,5
0,6441,11398,"(0.97, 0.975]",50828.1312,352,5
0,6470,11449,"(0.97, 0.975]",69967.4976,237,5
0,6471,11450,"(0.97, 0.975]",70148.7072,233,5
0,6472,11451,"(0.97, 0.975]",70546.60800000001,229,5
0,6473,11452,"(0.97, 0.975]",70697.61600000001,228,5
0,6474,11454,"(0.97, 0.975]",71125.7184,228,5
0,6475,11456,"(0.97, 0.975]",71697.648,223,5
0,6476,11457,"(0.97, 0.975]",71863.0176,219,5
0,6477,11458,"(0.97, 0.975]",71975.0592,217,5
0,6478,11459,"(0.97, 0.975]",72120.04800000001,216,5
0,6480,11461,"(0.97, 0.975]",72736.224,210,5
0,6481,11462,"(0.97, 0.975]",72912.576,208,5
0,6483,11465,"(0.97, 0.975]",73641.11039999999,198,5
0,6503,11499,"(0.97, 0.975]",84190.656,83,5
0,6506,11502,"(0.97, 0.975]",85414.56,66,5
0,0,77,"(0.975, 0.98]",30252.3936,238,5
0,3,81,"(0.975, 0.98]",31656.8736,262,5
0,9,89,"(0.975, 0.98]",34276.176,309,5
0,10,90,"(0.975, 0.98]",34892.5632,317,5
0,23,105,"(0.975, 0.98]",39538.3296,387,5
0,27,109,"(0.975, 0.98]",40873.536,404,5
0,28,110,"(0.975, 0.98]",41079.24480000001,406,5
0,29,111,"(0.975, 0.98]",41305.5456,408,5
0,36,121,"(0.975, 0.98]",45055.824,446,5
0,38,123,"(0.975, 0.98]",45550.6656,439,5
0,39,124,"(0.975, 0.98]",45772.2144,439,5
0,40,125,"(0.975, 0.98]",46212.038400000005,435,5
0,84,248,"(0.975, 0.98]",30227.683200000003,237,5
0,85,250,"(0.975, 0.98]",30801.7248,247,5
0,88,254,"(0.975, 0.98]",32360.592,276,5
0,116,294,"(0.975, 0.98]",52778.14080000001,425,5
0,117,295,"(0.975, 0.98]",52987.6512,426,5
0,120,298,"(0.975, 0.98]",53844.8064,426,5
0,121,299,"(0.975, 0.98]",54035.836800000005,426,5
0,206,405,"(0.975, 0.98]",37328.966400000005,351,5
0,207,406,"(0.975, 0.98]",37566.2496,355,5
0,208,407,"(0.975, 0.98]",37773.7536,356,5
0,209,408,"(0.975, 0.98]",38122.2336,363,5
0,220,421,"(0.975, 0.98]",49452.1632,428,5
0,242,449,"(0.975, 0.98]",57578.294400000006,400,5
0,351,588,"(0.975, 0.98]",81332.8032,102,5
0,362,601,"(0.975, 0.98]",32833.3632,286,5
0,373,616,"(0.975, 0.98]",38678.64,369,5
0,376,620,"(0.975, 0.98]",39646.1472,387,5
0,377,621,"(0.975, 0.98]",39854.6016,391,5
0,378,622,"(0.975, 0.98]",40104.3456,394,5
0,379,623,"(0.975, 0.98]",40322.304,396,5
0,380,624,"(0.975, 0.98]",40561.804800000005,399,5
0,384,629,"(0.975, 0.98]",43061.35680000001,430,5
0,414,703,"(0.975, 0.98]",38095.4112,363,5
0,420,713,"(0.975, 0.98]",43974.7968,438,5
0,421,714,"(0.975, 0.98]",44976.624,448,5
0,437,734,"(0.975, 0.98]",53187.97440000001,427,5
0,440,737,"(0.975, 0.98]",54114.2976,427,5
0,445,742,"(0.975, 0.98]",58879.6032,385,5
0,464,786,"(0.975, 0.98]",32198.7072,274,5
0,471,793,"(0.975, 0.98]",34910.832,317,5
0,472,795,"(0.975, 0.98]",35323.516800000005,321,5
0,473,796,"(0.975, 0.98]",35547.072,325,5
0,474,799,"(0.975, 0.98]",36169.6896,332,5
0,475,800,"(0.975, 0.98]",36744.8928,341,5
0,484,811,"(0.975, 0.98]",39859.4592,391,5
0,485,812,"(0.975, 0.98]",40149.0144,395,5
0,495,825,"(0.975, 0.98]",44111.65440000001,440,5
0,496,827,"(0.975, 0.98]",44856.1344,447,5
0,497,828,"(0.975, 0.98]",45035.020800000006,446,5
0,501,832,"(0.975, 0.98]",45961.660800000005,437,5
0,502,833,"(0.975, 0.98]",46142.7648,435,5
0,503,834,"(0.975, 0.98]",46363.3632,437,5
0,504,835,"(0.975, 0.98]",46572.3456,440,5
0,505,837,"(0.975, 0.98]",47022.624,441,5
0,590,941,"(0.975, 0.98]",83568.3552,75,5
0,591,944,"(0.975, 0.98]",85355.424,48,5
0,592,946,"(0.975, 0.98]",85728.82560000001,43,5
0,662,1130,"(0.975, 0.98]",51383.376,430,5
0,681,1153,"(0.975, 0.98]",59356.704000000005,381,5
0,682,1154,"(0.975, 0.98]",59627.35680000001,379,5
0,711,1198,"(0.975, 0.98]",43873.2096,436,5
0,715,1205,"(0.975, 0.98]",46864.8576,439,5
0,717,1208,"(0.975, 0.98]",47536.368,439,5
0,722,1213,"(0.975, 0.98]",48793.430400000005,425,5
0,753,1283,"(0.975, 0.98]",34513.0368,313,5
0,787,1324,"(0.975, 0.98]",52109.6928,426,5
0,788,1325,"(0.975, 0.98]",52503.3696,425,5
0,790,1327,"(0.975, 0.98]",53044.5696,428,5
0,792,1329,"(0.975, 0.98]",54220.63680000001,428,5
0,797,1337,"(0.975, 0.98]",57647.568,400,5
0,877,1464,"(0.975, 0.98]",43625.5776,433,5
0,881,1469,"(0.975, 0.98]",45499.344000000005,440,5
0,928,1526,"(0.975, 0.98]",64166.8896,304,5
0,929,1527,"(0.975, 0.98]",64522.656,298,5
0,963,1650,"(0.975, 0.98]",33243.3024,292,5
0,964,1651,"(0.975, 0.98]",33831.3888,301,5
0,965,1652,"(0.975, 0.98]",34047.024000000005,307,5
0,966,1654,"(0.975, 0.98]",34520.534400000004,314,5
0,967,1655,"(0.975, 0.98]",34756.9728,317,5
0,968,1657,"(0.975, 0.98]",35934.624,329,5
0,994,1690,"(0.975, 0.98]",47061.8016,441,5
0,1001,1700,"(0.975, 0.98]",50462.7552,424,5
0,1005,1705,"(0.975, 0.98]",51787.718400000005,425,5
0,1006,1708,"(0.975, 0.98]",52858.7136,425,5
0,1008,1710,"(0.975, 0.98]",55899.67680000001,419,5
0,1048,1829,"(0.975, 0.98]",33579.427200000006,297,5
0,1063,1849,"(0.975, 0.98]",43967.4048,438,5
0,1064,1850,"(0.975, 0.98]",44223.484800000006,440,5
0,1099,1896,"(0.975, 0.98]",66878.8032,271,5
0,1100,1897,"(0.975, 0.98]",67232.14080000001,265,5
0,1126,1990,"(0.975, 0.98]",30758.2176,245,5
0,1129,1995,"(0.975, 0.98]",32645.5008,283,5
0,1132,1998,"(0.975, 0.98]",34782.4224,317,5
0,1158,2035,"(0.975, 0.98]",53856.0,425,5
0,1165,2045,"(0.975, 0.98]",57676.2912,399,5
0,1166,2046,"(0.975, 0.98]",57942.614400000006,396,5
0,1167,2047,"(0.975, 0.98]",58130.58240000001,393,5
0,1172,2052,"(0.975, 0.98]",60983.2608,362,5
0,1180,2062,"(0.975, 0.98]",65057.836800000005,292,5
0,1182,2064,"(0.975, 0.98]",65856.4896,284,5
0,1183,2065,"(0.975, 0.98]",66069.696,280,5
0,1184,2066,"(0.975, 0.98]",66328.0992,278,5
0,1206,2148,"(0.975, 0.98]",40016.1696,394,5
0,1208,2151,"(0.975, 0.98]",40694.1216,401,5
0,1263,2275,"(0.975, 0.98]",33451.44,295,5
0,1323,2355,"(0.975, 0.98]",61304.0736,354,5
0,1324,2356,"(0.975, 0.98]",61621.718400000005,350,5
0,1325,2357,"(0.975, 0.98]",61877.5872,347,5
0,1355,2390,"(0.975, 0.98]",71471.3472,209,5
0,1394,2434,"(0.975, 0.98]",46073.06880000001,437,5
0,1402,2444,"(0.975, 0.98]",51024.864,429,5
0,1403,2445,"(0.975, 0.98]",51225.2928,426,5
0,1444,2492,"(0.975, 0.98]",66352.9152,279,5
0,1449,2500,"(0.975, 0.98]",69119.3184,235,5
0,1450,2501,"(0.975, 0.98]",69479.2032,230,5
0,1451,2502,"(0.975, 0.98]",70189.99680000001,223,5
0,1452,2503,"(0.975, 0.98]",70449.6672,222,5
0,1453,2504,"(0.975, 0.98]",70656.1152,219,5
0,1454,2505,"(0.975, 0.98]",71212.416,213,5
0,1455,2506,"(0.975, 0.98]",71670.4032,207,5
0,1482,2546,"(0.975, 0.98]",31598.582400000003,262,5
0,1485,2549,"(0.975, 0.98]",32455.2096,277,5
0,1531,2606,"(0.975, 0.98]",56541.408,412,5
0,1572,2662,"(0.975, 0.98]",74054.3232,186,5
0,1573,2663,"(0.975, 0.98]",74281.152,186,5
0,1576,2668,"(0.975, 0.98]",76191.984,164,5
0,1577,2669,"(0.975, 0.98]",76480.90560000001,158,5
0,1591,2684,"(0.975, 0.98]",81215.7984,105,5
0,1592,2685,"(0.975, 0.98]",81801.984,95,5
0,1600,2795,"(0.975, 0.98]",32403.888000000003,276,5
0,1606,2801,"(0.975, 0.98]",34718.3232,316,5
0,1643,2844,"(0.975, 0.98]",47547.0336,439,5
0,1646,2847,"(0.975, 0.98]",48347.4816,427,5
0,1684,2921,"(0.975, 0.98]",36590.4,338,5
0,1686,2923,"(0.975, 0.98]",38172.0768,363,5
0,1687,2926,"(0.975, 0.98]",41765.0112,415,5
0,1689,2928,"(0.975, 0.98]",42358.4832,420,5
0,1693,2933,"(0.975, 0.98]",44192.016,440,5
0,1694,2934,"(0.975, 0.98]",44380.1952,443,5
0,1742,3052,"(0.975, 0.98]",38908.5312,376,5
0,1743,3053,"(0.975, 0.98]",39192.8064,383,5
0,1744,3054,"(0.975, 0.98]",39397.6704,386,5
0,1745,3055,"(0.975, 0.98]",39956.822400000005,391,5
0,1775,3095,"(0.975, 0.98]",54090.432,428,5
0,1779,3099,"(0.975, 0.98]",56400.6432,413,5
0,1780,3100,"(0.975, 0.98]",56613.9552,410,5
0,1781,3101,"(0.975, 0.98]",57174.0576,406,5
0,1782,3103,"(0.975, 0.98]",57817.056,398,5
0,1787,3109,"(0.975, 0.98]",61365.6384,353,5
0,1788,3110,"(0.975, 0.98]",61487.078400000006,353,5
0,1789,3111,"(0.975, 0.98]",62658.816000000006,329,5
0,1801,3124,"(0.975, 0.98]",69852.6048,227,5
0,1802,3125,"(0.975, 0.98]",70447.66080000001,222,5
0,1808,3243,"(0.975, 0.98]",30048.902400000003,235,5
0,1809,3244,"(0.975, 0.98]",30215.328,237,5
0,1810,3245,"(0.975, 0.98]",30408.048000000003,240,5
0,1811,3246,"(0.975, 0.98]",30871.104000000003,247,5
0,1812,3247,"(0.975, 0.98]",31045.4496,250,5
0,1816,3255,"(0.975, 0.98]",33112.8864,289,5
0,1817,3256,"(0.975, 0.98]",33274.7712,293,5
0,1821,3260,"(0.975, 0.98]",34192.3296,308,5
0,1822,3263,"(0.975, 0.98]",35270.6112,321,5
0,1823,3264,"(0.975, 0.98]",35443.584,323,5
0,1825,3268,"(0.975, 0.98]",36452.380800000006,337,5
0,1839,3284,"(0.975, 0.98]",40349.232,397,5
0,1840,3285,"(0.975, 0.98]",40733.088,401,5
0,1841,3286,"(0.975, 0.98]",40899.830400000006,405,5
0,1927,3488,"(0.975, 0.98]",38431.1136,367,5
0,1947,3512,"(0.975, 0.98]",45296.592,443,5
0,1950,3515,"(0.975, 0.98]",46160.1888,435,5
0,1951,3516,"(0.975, 0.98]",46503.2832,440,5
0,1952,3517,"(0.975, 0.98]",46951.0272,439,5
0,1953,3519,"(0.975, 0.98]",47440.9056,439,5
0,1954,3520,"(0.975, 0.98]",47582.832,439,5
0,1955,3521,"(0.975, 0.98]",47784.0,439,5
0,1956,3522,"(0.975, 0.98]",47943.5616,433,5
0,1957,3523,"(0.975, 0.98]",48159.196800000005,429,5
0,1958,3525,"(0.975, 0.98]",48753.7248,426,5
0,1959,3526,"(0.975, 0.98]",48910.224,427,5
0,1960,3527,"(0.975, 0.98]",49197.456000000006,427,5
0,1961,3528,"(0.975, 0.98]",49440.6528,428,5
0,1962,3529,"(0.975, 0.98]",49716.1632,430,5
0,1970,3539,"(0.975, 0.98]",53020.9152,428,5
0,1971,3541,"(0.975, 0.98]",53831.6064,426,5
0,1974,3544,"(0.975, 0.98]",54441.024000000005,428,5
0,1975,3545,"(0.975, 0.98]",54667.6416,429,5
0,2079,3684,"(0.975, 0.98]",73257.0432,191,5
0,2080,3685,"(0.975, 0.98]",73820.736,190,5
0,2081,3686,"(0.975, 0.98]",74058.4416,186,5
0,2082,3687,"(0.975, 0.98]",74299.8432,186,5
0,2083,3688,"(0.975, 0.98]",74611.3632,181,5
0,2129,3779,"(0.975, 0.98]",56950.08,408,5
0,2158,3817,"(0.975, 0.98]",39022.5792,378,5
0,2181,3847,"(0.975, 0.98]",55322.150400000006,424,5
0,2182,3848,"(0.975, 0.98]",55587.5232,420,5
0,2184,3850,"(0.975, 0.98]",56025.552,418,5
0,2193,3862,"(0.975, 0.98]",59364.5184,381,5
0,2194,3863,"(0.975, 0.98]",59587.33440000001,378,5
0,2196,3865,"(0.975, 0.98]",60617.4624,366,5
0,2199,3868,"(0.975, 0.98]",61561.7376,351,5
0,2204,3876,"(0.975, 0.98]",64222.0128,303,5
0,2205,3877,"(0.975, 0.98]",64649.164800000006,297,5
0,2206,3878,"(0.975, 0.98]",65020.34880000001,292,5
0,2207,3879,"(0.975, 0.98]",65298.7104,291,5
0,2208,3880,"(0.975, 0.98]",65472.528000000006,287,5
0,2209,3881,"(0.975, 0.98]",65749.0944,286,5
0,2214,3887,"(0.975, 0.98]",69081.936,237,5
0,2215,3889,"(0.975, 0.98]",69828.2112,227,5
0,2244,3980,"(0.975, 0.98]",36216.048,332,5
0,2269,4011,"(0.975, 0.98]",46684.0704,438,5
0,2270,4012,"(0.975, 0.98]",46912.4832,440,5
0,2280,4024,"(0.975, 0.98]",53229.3696,427,5
0,2281,4025,"(0.975, 0.98]",53420.1888,427,5
0,2290,4036,"(0.975, 0.98]",56391.772800000006,414,5
0,2303,4052,"(0.975, 0.98]",60947.04,363,5
0,2304,4054,"(0.975, 0.98]",61479.792,352,5
0,2305,4055,"(0.975, 0.98]",61698.4896,349,5
0,2327,4103,"(0.975, 0.98]",33341.8272,294,5
0,2430,4232,"(0.975, 0.98]",62674.444800000005,329,5
0,2431,4235,"(0.975, 0.98]",63379.9584,317,5
0,2432,4237,"(0.975, 0.98]",63860.016,309,5
0,2437,4244,"(0.975, 0.98]",65257.10400000001,291,5
0,2440,4247,"(0.975, 0.98]",65780.45760000001,286,5
0,2441,4248,"(0.975, 0.98]",65966.1024,283,5
0,2472,4359,"(0.975, 0.98]",32369.2512,276,5
0,2473,4360,"(0.975, 0.98]",32696.5056,283,5
0,2474,4361,"(0.975, 0.98]",32935.3728,287,5
0,2486,4379,"(0.975, 0.98]",41501.5392,412,5
0,2515,4419,"(0.975, 0.98]",54997.2192,428,5
0,2517,4421,"(0.975, 0.98]",55518.5664,422,5
0,2518,4422,"(0.975, 0.98]",55804.7424,421,5
0,2519,4423,"(0.975, 0.98]",56098.5216,416,5
0,2563,4559,"(0.975, 0.98]",30624.739200000004,244,5
0,2638,4652,"(0.975, 0.98]",63243.628800000006,320,5
0,2640,4654,"(0.975, 0.98]",63618.5088,315,5
0,2642,4658,"(0.975, 0.98]",66244.2528,279,5
0,2643,4659,"(0.975, 0.98]",67577.136,261,5
0,2657,4756,"(0.975, 0.98]",31518.854400000004,260,5
0,2658,4757,"(0.975, 0.98]",31827.4176,264,5
0,2664,4825,"(0.975, 0.98]",30881.5584,247,5
0,2666,4827,"(0.975, 0.98]",31909.363200000003,267,5
0,2698,4866,"(0.975, 0.98]",43396.0032,433,5
0,2701,4870,"(0.975, 0.98]",45237.5616,443,5
0,2738,4913,"(0.975, 0.98]",58069.7568,393,5
0,2766,4947,"(0.975, 0.98]",68007.1392,256,5
0,2866,5137,"(0.975, 0.98]",58701.456000000006,387,5
0,2867,5138,"(0.975, 0.98]",58942.9632,384,5
